"t_pubs_citations","SchoolRank","h_index","t_deflated_nsf","num_nsf","t_deflated_nih","num_nih","PRCentrality","BetCentrality","KDirect","Chi","XDIndicator","Y05yr"
38419,6,91,4078840,11,0,0,0.000536132554057274,12461.2672928415,24,0.121827411167513,"CS",1990
1996,13,24,6741879,10,0,0,0.0002338728661855,4495.12280083089,8,0.122448979591837,"CS",2000
1018,11,24,1333447,2,0,0,0,0,0,0.166666666666667,"BIO",1970
1078,29,21,618540,3,0,0,0.000182439929391685,759.57765286476,6,0.209302325581395,"CS",2000
10285,56,46,12845685,11,0,0,0.000397456725580466,9857.37572060801,15,0.0777537796976242,"CS",1980
19803,13,58,3510603,5,0,0,0.000266327018065987,6842.50946779795,8,0.176904176904177,"CS",1980
8047,13,43,0,0,0,0,0.000139818815249503,586.976281276114,5,0.246268656716418,"XD",1985
1075,55,18,456044,1,162309,2,7.80488863152925e-05,0,1,0.0161290322580645,"BIO",1990
8558,29,37,15882940,35,8575861,27,0.000298277800820922,6317.50926534998,12,0.198198198198198,"XD",1990
733,29,14,0,0,0,0,0,0,0,0.0980392156862745,"CS",1990
652,48,14,249485,2,0,0,0,0,0,0.153846153846154,"CS",2000
8764,5,25,0,0,0,0,6.98809006365826e-05,0,1,0.153846153846154,"BIO",1995
1563,26,22,0,0,3934288,15,9.98219267866862e-05,0,1,0.142857142857143,"BIO",2000
419,28,12,921091,3,0,0,0.000123414528017886,348.616388386807,4,0.0487804878048781,"CS",2005
5752,68,55,0,0,0,0,0.000257922881612066,3470.0959509533,8,0.238738738738739,"XD",1995
3392,15,28,0,0,0,0,0.00022081037506192,3843.32817747605,7,0.751243781094527,"XD",2000
1052,15,15,594421,4,0,0,0.000122335240503637,380.168536411006,4,0.0666666666666667,"CS",2000
1791,6,18,0,0,0,0,0.00017934604705856,958.506488745996,6,0.173913043478261,"CS",2005
2588,70,24,0,0,0,0,0,0,0,0.0375,"CS",1995
7703,7,44,0,0,0,0,0.000178883879167667,778.42848730154,5,0.133333333333333,"BIO",1990
6485,55,62,0,0,0,0,6.27092148679714e-05,0,1,0.330357142857143,"XD",1985
888,63,16,480537,3,0,0,0.000158481433377324,499.123500821411,4,0.15,"CS",2005
1477,11,20,0,0,3063968,26,0.000107636254896922,531.488134732448,2,0.0975609756097561,"BIO",2000
1044,55,20,0,0,0,0,0.000248403565227321,6577.87378174514,4,0.0176991150442478,"BIO",1985
29659,26,89,13662462,30,0,0,0.000363323394993961,5293.61313628976,10,0.043956043956044,"BIO",1970
673,8,14,0,0,0,0,0.000169356140205769,571.67556956812,6,0.277777777777778,"CS",2005
3177,11,34,0,0,0,0,0.000195092524664058,1611.50285034374,5,0.0915492957746479,"BIO",1990
17544,15,51,2583356,10,12906352,12,0.000434129021878695,9498.37272498445,18,0.436708860759494,"XD",1995
3458,55,31,10528862,3,1345620,7,0.000101185437236089,0,1,0.0660377358490566,"BIO",1965
4915,14,41,22662079,5,0,0,0,0,0,0.108433734939759,"BIO",1975
45288,42,100,0,0,20244941,55,9.78002933135999e-05,154.680091849605,2,0.0707070707070707,"XD",1975
9413,11,48,10264792,13,0,0,0.000284907664699262,5552.83704491263,11,0.104938271604938,"CS",1980
27810,48,79,3456551,13,97540,5,0.00070861513358437,46760.2589653852,28,0.425178147268409,"XD",1985
5550,13,18,196942,3,0,0,0.000146725269036569,350.13121922536,6,0.236842105263158,"CS",2010
16855,19,71,23206023,13,0,0,0.000464634257781297,14633.3712080674,17,0.26285046728972,"XD",1985
1818,38,24,705939,3,0,0,0.000103837179543519,0,1,0.0531914893617021,"BIO",1970
24,48,3,0,0,0,0,0,0,0,0,"CS",2005
1135,55,20,0,0,0,0,0.000153041168145826,0,2,0.0655737704918033,"BIO",1980
9191,1,41,6072525,15,0,0,0.000268111897741234,5754.03363721065,9,0.25,"XD",1980
7513,11,39,0,0,0,0,0.000584950019099624,16715.788363355,28,0.140776699029126,"XD",2000
8507,1,52,14545004,40,14091280,34,0.000575163381895708,33900.2138841586,26,0.163669064748201,"XD",1970
5789,55,38,900977,5,0,0,8.4988625234109e-05,0,1,0.00909090909090909,"BIO",1975
2269,11,15,123149,1,0,0,0.000187606312177102,6358.41333494535,5,0.2875,"XD",1990
6077,48,27,9556289,12,0,0,0.000147679895447745,921.141876346861,5,0.319148936170213,"XD",1990
15558,15,40,5611532,6,0,0,0.00063994989503928,12755.57624144,32,0.0546875,"CS",2000
6829,1,40,1404775,2,172979,1,0.000257262749059393,7724.21559909472,9,0.254777070063694,"XD",1995
21583,1,79,10772750,15,0,0,0.000523156671104082,14980.8836847695,22,0.1125,"CS",1980
15071,1,61,12533228,25,0,0,0.000532918500928845,14442.3977512698,21,0.0769230769230769,"CS",1985
137754,9,200,0,0,0,0,0.000366672100314361,14468.4443065322,14,0.101753453772582,"XD",1980
7516,4,46,0,0,7018212,28,0.000218922458983238,3831.94624331104,5,0.0978260869565217,"BIO",1995
1738,34,23,863360,4,0,0,0.000176259839411549,646.569012715943,6,0.259259259259259,"XD",2000
3131,30,31,962487,5,0,0,7.20415034367888e-05,0,1,0.0961538461538462,"BIO",2000
6477,1,48,1274354,3,0,0,0.000411729926030928,10707.54637797,18,0.115384615384615,"CS",1985
41508,7,105,0,0,47785559,85,0.000420023369526418,8720.54401652969,11,0.0758354755784062,"BIO",1975
890,70,18,612721,3,0,0,6.12631129605221e-05,0,1,0.123076923076923,"CS",2000
18191,5,72,0,0,10475205,15,0.00018646963976115,4160.2183348445,5,0.170138888888889,"XD",1975
10060,55,47,0,0,0,0,0.000525255431484348,10595.0523166427,21,0.428571428571429,"XD",1985
2370,1,12,0,0,277843,2,0.000367596502554748,9912.40972338495,12,0.350877192982456,"XD",2000
320,30,10,0,0,0,0,8.81177144602698e-05,436.599197915135,2,0.189189189189189,"BIO",2005
18895,30,62,400273,1,0,0,0.000119340764986484,0,3,0.0246913580246914,"BIO",1960
4181,55,36,0,0,0,0,6.52221400257463e-05,0,1,0.0441458733205374,"BIO",2000
2773,1,26,1678419,6,0,0,0.000261713474337283,891.342064996298,7,0.0808823529411765,"BIO",2005
3536,25,27,5379601,13,0,0,0.000160070138541655,1319.47619601926,5,0.252747252747253,"CS",1995
4200,55,23,0,0,0,0,0.000168615391652031,4676.5119063766,4,0.13986013986014,"XD",1995
1578,14,15,1258414,7,0,0,9.00687597969367e-05,0,2,0.0740740740740741,"BIO",2000
22695,5,82,0,0,6590150,21,0.000246612647783055,4115.53612565362,6,0.186732186732187,"XD",1975
39971,1,110,4761860,8,0,0,0.000393520641306457,13433.463199422,15,0.130514705882353,"XD",1980
13321,40,27,361704,3,0,0,0.00011009917959185,525.352771523478,2,0.294117647058824,"CS",2000
24889,18,69,3249669,11,0,0,0.000617174392957342,34362.9196931208,27,0.165217391304348,"XD",1990
13640,19,64,8437515,14,0,0,0.000325149849325946,9881.33582037225,11,0.106382978723404,"CS",1975
13025,13,50,6467866,9,0,0,0.000232629139553193,4852.95882552202,9,0.063953488372093,"CS",1965
29271,26,77,0,0,10947826,37,0.000198815468526538,2158.40406192218,5,0.101098901098901,"BIO",1985
3226,11,32,79615,1,0,0,0,0,0,0.0887372013651877,"BIO",1980
14750,19,88,3975667,6,0,0,0.000113689555893748,0,2,0.0760869565217391,"BIO",1975
12163,13,48,3405629,14,0,0,0.000188391583298719,1623.0750678636,5,0.0810810810810811,"CS",1980
5288,42,46,2387153,6,4444812,21,0.000124128347667005,265.187037265883,3,0.0885245901639344,"BIO",1990
4379,42,35,3482165,8,0,0,0.000153265618231526,964.51283902561,4,0.159574468085106,"XD",1980
9587,15,47,1489668,8,0,0,6.35106673457817e-05,0,1,0.0872093023255814,"CS",1985
1302,15,19,0,0,0,0,0.000123820278095471,583.167264109138,4,0.186915887850467,"CS",2000
1998,30,26,162691,3,0,0,0,0,0,0.0217391304347826,"BIO",1970
1183,1,17,0,0,0,0,0.000107980960550062,108.935357858302,3,0.0869565217391304,"CS",2005
2958,34,26,0,0,0,0,0.000123408403015215,6491.67904887474,2,0.202090592334495,"XD",1995
16230,55,79,11353461,13,10256446,19,0.000173751779424736,498.396448967609,4,0.104294478527607,"BIO",1975
4211,13,33,1217984,3,0,0,0.000152695638230443,1952.04397565915,4,0.158333333333333,"CS",1995
9477,34,45,27678480,26,0,0,0.000573921885350698,13085.0412740647,18,0.0793650793650794,"BIO",1985
3123,34,32,0,0,0,0,0.000241999037933743,2708.05283588815,8,0.148648648648649,"CS",1995
3267,68,27,655871,2,0,0,0.000119404207711783,29.205833265562,3,0.204545454545455,"BIO",1975
1592,1,23,1477462,2,0,0,0.000162736244763067,481.900623664107,6,0.272727272727273,"CS",1970
2702,55,16,0,0,0,0,0.000258567814479385,7530.0272801057,7,0.235294117647059,"BIO",1995
2176,63,24,1725402,4,0,0,9.70900688734749e-05,552.219243465714,2,0.0555555555555556,"CS",1980
5310,40,43,3772045,3,0,0,0.000211949997715699,7494.14943469545,8,0.109243697478992,"XD",1990
3205,42,18,0,0,0,0,6.97282005556316e-05,0,1,0.126760563380282,"BIO",1985
14025,52,49,1715063,7,0,0,0.000196895374888598,1218.01054126717,6,0.174603174603175,"CS",1985
2421,70,24,1934302,11,0,0,0.000187539780176887,1283.9590660729,7,0.0917431192660551,"CS",1995
619,38,14,0,0,0,0,0,0,0,0,"BIO",2005
458,34,11,0,0,0,0,0.000169103592632862,959.229629029534,4,0.318965517241379,"BIO",2005
8385,42,28,0,0,0,0,0.000197082265644016,422.486074384104,7,0.299902629016553,"BIO",2005
3434,14,17,967542,4,4398738,19,0.000126741608420535,0,1,0.232558139534884,"BIO",2000
5864,15,43,0,0,0,0,0.000119196552932846,143.715405502293,4,0.10077519379845,"CS",1985
13453,20,68,5414840,15,0,0,0.000403965342273115,9235.30209451359,18,0.0645161290322581,"CS",1980
5183,28,32,1150295,5,0,0,0.000239126059014167,1089.91402024849,11,0.0444444444444444,"CS",2000
3940,40,22,1760388,7,0,0,0.000400493489940094,14059.9577168071,13,0.582644628099174,"XD",1995
11566,52,55,2540705,11,0,0,0.000191171749628454,2503.30611255536,7,0.347280334728033,"XD",1965
3816,19,33,2564776,9,0,0,0,0,0,0.0178571428571429,"BIO",1975
30485,20,88,4378937,11,0,0,0.000830406648101339,57973.8813016074,38,0.105348460291734,"XD",1980
1791,9,23,7159220,19,1500920,4,0.000178618266394864,1009.93587869683,5,0.0632911392405063,"CS",1995
3849,50,37,1319051,2,0,0,0.000117056189511594,0,1,0.111801242236025,"BIO",1990
10937,14,47,189949,1,0,1,0.000140102055260799,164.57998428026,2,0.277777777777778,"XD",2000
7638,55,38,0,0,12013876,38,0.000196917058826238,1109.93664518847,5,0.109489051094891,"BIO",1975
586,9,15,0,0,0,0,0,0,0,0.0909090909090909,"CS",1975
1879,60,11,374413,2,0,0,0.000295861705353547,1001.19121179104,14,0.0350877192982456,"CS",2005
5473,38,47,1669759,5,0,0,0.000166046763255352,690.833949724271,4,0.0666666666666667,"BIO",1990
4403,5,35,3532560,7,0,0,0.000249213610164572,2285.41779677078,10,0.094017094017094,"CS",1990
216,6,7,258787,4,0,0,8.09014205186136e-05,0,2,0.0769230769230769,"CS",2005
9463,40,38,12139990,16,0,0,0.000176472172683799,931.377770544071,6,0.0779220779220779,"CS",1970
4221,1,32,0,0,1715318,22,0.000321386898184122,12467.8161881593,11,0.64850136239782,"XD",1995
10191,48,40,2595763,5,0,0,0.000271206826549409,3844.86194813636,9,0.112676056338028,"CS",1990
297,30,10,85477,1,0,0,0.000117729232186399,74.5233466580014,2,0.0217391304347826,"BIO",1995
292,34,7,0,0,545144,3,9.19171452376886e-05,1122.0600598988,2,0.136363636363636,"XD",1995
1249,14,19,0,0,996266,4,0.000189131474199179,1393.10258977984,7,0.299610894941634,"BIO",2010
6445,55,54,3188413,4,0,0,0.000165535565147828,334.997765430988,4,0.0893617021276596,"BIO",1990
1152,68,13,3483076,10,0,0,0.000138512183929668,915.674068469883,4,0.385714285714286,"XD",1995
298,30,7,0,0,0,0,6.63690151888261e-05,0,1,0.217391304347826,"BIO",2005
44174,29,81,7345040,12,1174250,4,0.00019078490582388,280.033517448443,7,0.172549019607843,"CS",1990
4050,7,37,0,0,8799709,31,0,0,0,0.0714285714285714,"BIO",1990
1446,55,15,159126,1,0,0,0.000147738554915732,872.982459321388,4,0.244897959183673,"BIO",2005
3107,9,23,0,0,488736,3,0.000140658812963385,579.071990732503,4,0.337962962962963,"XD",2000
16913,30,74,2079883,7,0,0,0.000222676026317182,5229.97104244686,6,0.0493273542600897,"BIO",1970
11809,1,45,0,0,0,0,0.000281317094031712,4251.419507687,11,0.324626865671642,"XD",1995
2024,26,15,0,0,372586,2,0.000119449528031484,357.651431953983,3,0.319672131147541,"XD",2000
10868,6,54,7657802,18,0,0,0.000896264871726764,41506.9451635035,44,0.154135338345865,"CS",1990
3148,1,25,5400217,8,4265,1,0.000321207677631111,5465.96656415497,11,0.11864406779661,"CS",2000
4001,30,24,2431125,5,0,0,0.000213011030328305,4576.93105815859,5,0.184466019417476,"BIO",1995
6264,55,43,832014,3,16742894,33,0.000446077078981225,26998.1912403813,12,0.294915254237288,"XD",1995
2757,68,21,0,0,0,0,0.000191799242803607,489.396895094331,5,0.0853658536585366,"BIO",1985
450,40,8,428720,1,0,0,0.000111578863571229,114.175407158195,3,0.0416666666666667,"CS",2005
3957,20,27,0,0,0,0,0.000273840038555881,2986.31510560667,11,0.307692307692308,"CS",1995
5130,34,38,3687691,10,0,0,0.000407649879452569,6319.58678249836,18,0.106382978723404,"CS",1990
4018,1,25,0,0,0,0,0.000220900568568022,944.933140296289,8,0.666666666666667,"XD",2005
34589,15,59,19865931,16,57349,2,0.000377383306621288,4411.32501224081,17,0.195454545454545,"CS",1985
6173,70,40,4204051,5,0,0,0.000206519351068801,2156.7523009064,8,0.113207547169811,"CS",1990
17680,25,67,15882294,25,0,0,0.000340527716360285,13634.0374052266,12,0.19375,"CS",1975
1118,1,15,0,0,0,0,0,0,0,0.232558139534884,"BIO",2005
10334,1,59,7439685,11,0,0,0.000254355561869472,2746.35436723115,10,0.0963455149501661,"XD",1980
6550,1,41,3211924,11,0,0,0.000504206199697532,10534.5019244197,24,0.0943396226415094,"CS",1995
2798,55,20,0,0,1985972,6,0.000110215156154065,129.807552804138,2,0.0860215053763441,"BIO",2000
565,68,13,0,0,0,1,0,0,0,0.0476190476190476,"BIO",2005
4666,11,35,5161602,20,0,0,0.0003474985490378,3787.40942075715,10,0.0481099656357388,"BIO",1990
1180,70,16,1096416,2,829225,6,0.000128930731004341,352.677797650413,2,0.158730158730159,"CS",2000
6928,19,45,6606684,8,0,0,0.000379865503535613,6189.02913443497,11,0.0796296296296296,"BIO",1990
300,1,5,0,0,0,0,6.20044305484257e-05,0,1,0.285714285714286,"CS",2010
493,34,5,0,0,0,0,0.000136734416422858,139.263103042953,4,0.108108108108108,"BIO",2005
1262,34,13,0,0,0,0,0,0,0,0.13953488372093,"BIO",2000
953,13,15,0,0,0,0,9.86934047790753e-05,177.866462509209,2,0.115384615384615,"CS",2000
8350,19,51,0,0,0,0,0.00018820465492767,5875.04148485266,6,0.112426035502959,"XD",1980
1859,19,22,0,0,2602718,10,0.000150362990283585,0,4,0.5,"XD",1995
2596,68,22,0,0,1463250,5,0.000200712365259652,2224.04351032377,5,0.13953488372093,"BIO",1995
15173,20,72,0,0,0,0,7.85883234139797e-05,0,2,0.142857142857143,"CS",1970
2710,15,22,0,1,0,0,0.000193615756151465,817.120027586665,8,0.0983606557377049,"CS",2000
5754,42,42,2874722,11,0,0,0.000263996654489821,2984.61953734039,8,0.0261780104712042,"BIO",1980
2222,55,25,2329440,10,0,0,0.000401696173715556,14025.3334460531,14,0.229934924078091,"XD",1995
9509,34,48,6597254,11,0,0,0.000585388431820962,16696.388224114,21,0.218508997429306,"XD",1990
12490,6,53,8360276,11,0,0,0.000350749138667064,7598.84903897285,13,0.143835616438356,"CS",1990
1298,34,19,0,0,0,0,0.000147309226604451,228.631604707244,5,0.0416666666666667,"CS",1985
1954,29,22,344004,4,0,0,0.000511060054971059,22583.2619742356,22,0.492857142857143,"XD",2000
3040,13,32,2761646,10,0,0,0.000158204588602501,45.1847650189278,4,0.079646017699115,"CS",1985
5709,55,34,1597462,3,741672,4,9.40387985733232e-05,96.8869951808528,2,0.21551724137931,"BIO",1995
1569,25,21,1764036,4,0,0,0.000150981588071003,0,6,0.193181818181818,"CS",2000
5020,14,30,324978,1,2604132,10,6.9142165927712e-05,0,1,0.4,"XD",1985
1551,13,20,175000,3,0,0,0.000183691358336921,1993.25750451773,5,0.116182572614108,"CS",2000
12848,55,70,29168972,46,1778156,10,0.000150682089921778,837.896724461705,4,0.0840336134453782,"BIO",1975
4319,11,37,0,0,0,0,0.00031448121256526,7733,3,0.0487804878048781,"BIO",1980
2469,34,31,0,0,0,0,7.69386300140314e-05,0,1,0.11336032388664,"BIO",2000
3480,60,15,1813295,3,0,0,0.00032588678646814,4946.76700276889,11,0.713178294573643,"XD",2005
19313,20,59,3972582,12,0,0,0.000161759882121617,885.52865006228,5,0.0671641791044776,"CS",1980
13377,42,60,0,0,14222274,40,0.000113076282005364,834.151238950798,3,0.16497461928934,"XD",1975
541,55,13,677075,2,0,0,0.000126437165646574,45.6583147191103,3,0.111111111111111,"BIO",1995
8498,14,40,863497,2,0,1,0.000500718982064318,19670.7819892871,15,0.324921135646688,"XD",1990
11284,42,64,0,0,20662875,71,0.000164142424741574,1804.33342846596,4,0.120141342756184,"BIO",1985
3910,42,22,0,0,5693473,20,0.000167316807919691,636.908592596252,5,0.386363636363636,"XD",1995
296,48,9,0,1,0,0,9.82261184893112e-05,0,2,0.285714285714286,"CS",2010
20892,34,77,4630040,8,0,0,0.000542373265972994,10346.5633636318,26,0.0632911392405063,"CS",1995
2298,11,23,0,0,1063156,6,0.00021199352866282,3189.45123514696,6,0.266666666666667,"XD",1995
788,25,14,0,0,0,0,6.02907965162554e-05,0,1,0.0285714285714286,"CS",2005
2486,34,29,2620011,12,0,0,0.000167509846938663,891.416754706962,4,0.282608695652174,"XD",1985
5091,55,42,670037,4,72108,1,0.000175793258620181,4345.32211479889,3,0.0609137055837563,"BIO",1995
5798,34,41,321158,2,0,0,0.000325885194561657,4512.82991959166,9,0.113846153846154,"BIO",1980
3179,48,28,576708,2,547120,5,0.000181517223271322,1331.89629980187,6,0.834983498349835,"XD",2000
1196,70,18,0,0,0,0,0,0,0,0.0947368421052632,"CS",1975
256,55,6,0,0,0,0,0,0,0,0.0357142857142857,"BIO",2005
809,48,18,316886,2,0,0,0.000130534384922336,179.408933214061,3,0.418604651162791,"XD",1990
1081,15,17,93603,2,0,0,0.00022140621285711,307.40334747253,9,0.0882352941176471,"CS",2005
6726,1,25,1580294,5,0,0,0.000111740093555976,610.402832149403,3,0.0609756097560976,"CS",1970
5008,42,25,0,0,0,0,0.000128099748677959,1672.16943612948,4,0.361788617886179,"XD",2000
1097,70,17,1215304,3,4156,3,9.10167691908206e-05,57.5269863981717,2,0.244444444444444,"CS",1990
9023,13,56,3001103,10,0,0,0.000216786570723164,5607.50676298192,8,0.0634920634920635,"CS",1970
1293,11,12,0,0,0,0,0,0,0,0.194444444444444,"BIO",1995
16498,1,65,777400,1,0,0,0.000468778947440154,8080.34510373025,22,0.147208121827411,"CS",1985
2765,5,23,0,0,0,0,0.000221937473595446,378.353304294911,6,0.142857142857143,"BIO",1980
5525,1,40,6766600,17,0,0,0,0,0,0.0128205128205128,"BIO",1985
730,34,16,135894,4,0,0,0.000236506471492227,1192.83442957702,10,0.163636363636364,"CS",2000
2789,5,25,1423802,3,0,0,0.000207283123616552,1795.06034343288,9,0.0344827586206897,"CS",2000
568,34,16,784135,2,0,0,0,0,0,0.0869565217391304,"CS",1995
2389,40,29,6348783,15,0,0,0.000188425204203563,621.629764608937,6,0.131782945736434,"CS",1985
13976,29,42,6820746,8,0,0,0.000310803433596085,6148.27702981913,11,0.0636942675159236,"CS",1990
198,55,6,391341,1,0,0,0.000101323989259927,0,2,0.0416666666666667,"BIO",2000
11460,40,74,7433504,18,0,0,0.00016126175110143,1445.49941906364,5,0.228155339805825,"CS",1970
1297,13,19,1046363,3,0,0,0.000178430467837026,720.623328769606,6,0.0909090909090909,"CS",2000
5344,42,42,3570701,5,8073006,22,0.000325769138018615,2669.45792976466,10,0.13302752293578,"BIO",1995
3362,11,35,15332,1,0,0,7.81063419334878e-05,0,1,0.0536912751677852,"BIO",1980
1137,4,19,14541,1,0,0,0.000146645456547954,125.579831865721,4,0.375,"XD",2000
23290,9,79,715128,1,1082159,5,0.000323848092181249,8711.0849714074,11,0.133971291866029,"XD",1980
243,56,10,0,0,0,0,0,0,0,0,"CS",2005
1305,42,19,1201506,4,140065,2,6.79914514249724e-05,0,1,0.294736842105263,"BIO",1995
27654,25,95,5144881,12,0,0,0.000162905404062454,2538.12428669273,5,0.069377990430622,"CS",1970
10684,34,54,2236762,7,0,0,0.000196384254557902,1657.70146742507,6,0.102564102564103,"CS",1980
11655,15,57,4201263,11,0,0,0.000182138238839026,706.11356790054,7,0.0980392156862745,"CS",1975
250,14,10,0,0,0,0,9.81058794104779e-05,0,2,0.0357142857142857,"BIO",1995
11105,15,50,1941796,4,0,0,0.000522816378696017,11623.8470998323,24,0.333333333333333,"XD",1990
3788,29,28,4598875,5,0,0,0.000246974836067294,2470.51195576384,9,0.228260869565217,"CS",1995
46560,14,108,0,0,29304132,74,0.000241846224201382,4177.25506302358,7,0.120114394661582,"XD",1985
4125,42,36,22771477,10,0,0,0.000131387417045592,101.658156277381,3,0.112676056338028,"BIO",1970
1125,42,18,0,0,0,0,0.00020337262312264,1215.20984915715,6,0.39622641509434,"XD",1990
430,1,8,130493,2,0,0,0.000122347084760114,230.810295038195,3,0.0384615384615385,"BIO",2005
7600,1,47,3083640,6,0,0,0.000280002681970922,9372.38724211228,9,0.107317073170732,"CS",1960
5970,13,24,2431817,6,0,0,0.000106286791291193,98.2637786606021,2,0.395348837209302,"XD",1995
9312,50,45,0,0,0,0,0.000182940223389859,1000.88165834118,4,0.118577075098814,"BIO",1995
2035,60,28,3830158,11,0,0,0.000167068917110841,901.294078299789,5,0.211864406779661,"CS",1985
4184,1,27,0,0,13623401,22,0.00015438862102205,235.260287144171,3,0.0663507109004739,"BIO",1990
274,50,10,0,0,0,0,0.000151822603101856,416.007307670134,4,0.186046511627907,"BIO",2005
233,60,9,0,0,0,0,0.000158874440057328,470.290843163943,5,0.227272727272727,"CS",2005
10759,38,81,0,0,0,0,0,0,0,0.0386740331491713,"BIO",1980
4264,20,32,1649193,6,0,0,0.00023562593962645,1246.82981795651,9,0.116883116883117,"CS",1985
151,34,7,0,0,0,0,0,0,0,0.111111111111111,"BIO",2005
9904,25,51,10909866,6,0,0,0.00062052025628843,23340.3918283231,27,0.283524904214559,"XD",1985
2445,55,27,0,0,0,0,9.89244861524059e-05,0,2,0.206521739130435,"XD",1995
24636,28,77,3419553,13,0,0,0.000598327558811627,19070.0376734465,24,0.26158940397351,"XD",1975
3900,70,35,1982082,8,0,0,0.000185436138063928,1809.08493519937,5,0.204545454545455,"XD",1985
11267,50,63,0,0,0,0,0.000277879637058925,10885.5836087885,8,0.169753086419753,"XD",1990
3268,4,38,0,0,4466857,19,0.00025738434588134,1971.21821968204,9,0.339805825242718,"BIO",1995
856,48,16,14103680,21,0,0,0.00014500511096692,466.77108641209,4,0.0491803278688525,"CS",1995
9035,40,36,1310347,3,0,0,0.000197257175628793,1540.49461169915,8,0.169642857142857,"CS",1995
8367,29,40,2919003,16,0,0,0.000607665628827472,30563.9294128586,27,0.229946524064171,"XD",1995
8238,34,46,6710048,4,0,0,0.000150715186734777,277.106452856454,4,0.133720930232558,"BIO",1990
1488,55,18,572300,3,0,0,0.000191585676825126,5370.13104203782,4,0.632911392405063,"XD",2000
3833,34,28,643911,1,0,0,7.85696892041204e-05,295.805184027885,2,0.307692307692308,"CS",2000
5361,15,43,7609786,12,0,0,0.000332447763242801,2596.04204951052,14,0.08,"CS",1995
15601,1,46,0,0,1140088,4,0.000114541573596764,294.61487831799,3,0.0810810810810811,"CS",1960
10060,13,37,1504210,4,0,0,0.000355135441203714,11584.0055095935,12,0.278260869565217,"XD",2005
4402,9,23,1558172,4,0,0,0.000224275469845752,1956.85575370052,9,0.103448275862069,"CS",1995
2485,14,22,0,0,0,1,7.50782291531224e-05,0,1,0.131868131868132,"BIO",2005
1419,13,20,2742868,6,0,0,0.000248925356855924,4514.68639177166,10,0.147540983606557,"CS",2005
5069,9,17,0,0,4701445,14,0.000277704228921014,4526.54443286034,7,0.165,"BIO",1995
7688,40,46,3625992,9,0,0,0.000365387471005795,24479.3176834177,15,0.205882352941176,"XD",1985
2307,55,20,1774263,2,0,0,0.000144214882037535,805.095471650897,4,0.119122257053292,"XD",1985
7512,30,42,15681183,17,0,0,0.000150225020603051,300.780883121322,4,0.0747663551401869,"BIO",1985
8021,42,31,2775448,8,870553,4,0.000326369487380442,7194.187381566,10,0.31700288184438,"XD",1995
548,11,10,0,0,1076728,7,6.73525633175529e-05,0,1,0.1,"BIO",2000
2824,48,23,2646414,7,0,0,0.000210541373899832,1649.91112437674,6,0.116504854368932,"CS",1985
11996,19,63,4476063,17,0,0,0.000151636509333879,341.239635709909,4,0.0568927789934354,"BIO",1980
25884,56,85,4070530,12,0,0,0.000248387251696065,1880.54474100174,8,0.184679958027282,"XD",1970
5745,70,27,1175953,7,1020517,5,0.000370846832549461,9889.21005037646,13,0.352601156069364,"XD",1990
5440,18,35,4823906,13,0,0,0.000164258342703519,610.669270739338,4,0.0710659898477157,"BIO",1990
4420,68,39,3878159,18,0,0,0.000197504756077966,0,1,0.0240963855421687,"BIO",1975
4795,55,29,0,0,3626409,16,0.000343173798816523,9374.35330117636,7,0.125,"BIO",1995
711,42,14,0,0,0,0,0,0,0,0.196078431372549,"BIO",2005
6447,29,17,0,0,0,0,0.000103915466610485,386.718113610992,3,0.0714285714285714,"CS",2005
9224,70,49,2328995,13,0,0,0.000259483245021707,5434.17644240644,6,0.120743034055728,"XD",1985
20083,14,75,1050545,4,0,0,0.000258725960945957,3172.56711641727,7,0.0994152046783626,"BIO",1975
3265,7,16,0,0,1370854,6,0,0,0,0.113207547169811,"BIO",1995
2207,42,23,0,0,0,0,6.5951536858668e-05,0,1,0.107142857142857,"BIO",1995
908,48,17,1261793,3,0,0,0.000149411550188452,597.357290250647,5,0.105263157894737,"CS",1990
17060,40,55,7143495,23,0,0,0.000158298466988146,619.833863921602,5,0.103174603174603,"XD",1990
1955,38,24,0,0,1174155,10,0.000131735827252613,280.427435171864,3,0.104477611940299,"BIO",1990
23965,6,79,9526596,12,0,0,0.000427630867753376,8542.8529104809,17,0.117647058823529,"CS",1980
5391,42,42,0,0,0,0,0.000228227778104918,2515.39814515601,5,0.0646551724137931,"BIO",1990
1118,68,18,0,0,618905,3,8.56193997023212e-05,82.3629386979063,2,0.189189189189189,"XD",2005
1335,29,16,0,0,0,0,0.000214442246796255,2649.48504024792,8,0.132530120481928,"CS",2005
2381,56,29,2547625,8,0,0,0.000229192652259903,1332.47154114217,7,0.259493670886076,"XD",1995
336,55,9,0,0,0,0,0.000188588816609466,702.98018276167,6,0.56,"XD",2005
3082,63,32,1093253,3,0,0,0.000568341826504474,27024.5060113472,24,0.423728813559322,"XD",1995
4830,68,45,2130875,5,355778,2,0.000227131867276187,4803.78090054192,5,0.0555555555555556,"XD",1975
5830,14,27,0,0,356350,4,0.000438360887713492,7355.59253433566,17,0.458823529411765,"XD",2000
16894,9,55,2584245,7,0,0,0.00020364228186891,2891.01581493677,6,0.120253164556962,"CS",1975
24317,1,50,0,0,3614627,12,6.99980152712377e-05,0,1,0.145161290322581,"BIO",1970
